,rowNum,ID,actrorID,cdateTime,followerCount,statusesCount,tweetType,body,countryregion,Longitude,Latitude,relevant
5072,5832774,643615729787342849,434346643,2015-09-15 02:42:02.000,245,2703,tweet,Life short so get drunk have sex smoke weed and do whatever makes you happy,None,-124.482003,32.528832,0
5075,5839154,643616321729511424,2305652970,2015-09-15 02:44:23.000,297,14056,tweet,Ima just lay here n smoke then fall asleep,California,-122.16343799999999,38.15792800000001,0
5081,5855410,643617832257720320,3231430404,2015-09-15 02:50:23.000,323,2192,tweet,I just need to smoke ASAP,None,-121.520904,37.672745899999995,1
5082,5857058,643617978169200640,414463015,2015-09-15 02:50:58.000,479,21598,tweet,They have Mike Wallace He can smoke all their DBs,None,-122.355038,37.512648,0
5083,5860930,643618327797956608,1340774018,2015-09-15 02:52:21.000,9089,9559,tweet,come smoke a blunt on the roof with me,None,-118.66840400000001,33.704538,0
5086,5880374,643620174273187840,239223846,2015-09-15 02:59:42.000,2031,103355,tweet,If I Had One Wish Id Have A Beautiful Girl Beside Me To Cuddle And Smoke With As Long As She 100 Imma Treat Her Like A Queen,Nevada,-115.384091,36.129459000000004,0
5088,5909330,643623035069693952,2542426132,2015-09-15 03:11:04.000,760,16126,tweet,Big__Red74 Robertsharay2Yg Yall look like you smoke cigarettes,None,-120.641299,37.325641,0
5089,5910196,643623121589678085,414560308,2015-09-15 03:11:24.000,175,14557,tweet,MarkTLive It s a play of words up in this smoke playah,None,-117.28253799999999,32.53962,0
5090,5912988,643623402218094592,2252493240,2015-09-15 03:12:31.000,516,3738,tweet,I cant open my window at night anymore because of the smoke,None,-119.78138600000001,39.511796600000004,1
5098,5960659,643628439107465217,1173383090,2015-09-15 03:32:32.000,68,367,tweet,yo Caldwell Event at Lordsburg on the 25th drink smoke swear and do other shit your mama told https t co MHiAjFPzMh,None,-117.80156000000001,34.086183,0
5099,5973797,643629706890362880,2755739876,2015-09-15 03:37:34.000,917,20141,tweet,JUSTIN PLEASE DON T SMOKE YOU CAN RUIN YOUR LUNGS,California,-116.57079350000001,33.7794258,0
5107,6006559,643633667193999360,24079984,2015-09-15 03:53:19.000,205,8556,tweet,Bella Hadid is a smoke show go get it Abel,California,-118.66840400000001,33.704538,0
5110,6018316,643635172433223680,3182299590,2015-09-15 03:59:17.000,135,1074,tweet,people who think they have to drink smoke to be cool and try to impress lt lt lt lt lt lt lt lt lt lt lt,None,-118.418623,33.722004,0
5113,6034704,643637266582142976,2934341730,2015-09-15 04:07:37.000,1580,2077,tweet,I will be dropping my first debut album Stoned California on October 3rd If u smoke weed your gonna love it,None,-118.538999,34.250031,0
5114,6045857,643638743753080833,553030108,2015-09-15 04:13:29.000,412,10903,tweet,who wants 2 smoke w a pretty crying girl,California,-122.16343799999999,38.15792800000001,0
5116,6050564,643639363159494656,471576197,2015-09-15 04:15:57.000,614,23218,tweet,I don t smoke weed no more Actually this is the last blunt I smoked on the last day of the burn dirtyplayalove http t co rYBx5QAFhF,None,-118.37031999999999,34.142629799999995,0
5119,6064935,643641273736237057,159262222,2015-09-15 04:23:32.000,130,2748,tweet,i told her that if she didn t finish her hw we wearn t gonna smoke and she hella put her phone away hahah,None,-122.005597,37.322943,0
5120,6071698,643642211159011329,479229605,2015-09-15 04:27:16.000,511,22021,tweet,I still hate you when I think we were at Josh party and you and a couple people kept making me take hits even though I didn t smoke,California,-117.551185,33.955517,0
5123,6086367,643644344021286912,29057658,2015-09-15 04:35:44.000,1329,10882,tweet,When you are DD and they ask if you want a drink or smoke http t co tT7NnaP0iV,None,-117.2301723,33.0907611,0
5125,6089624,643644838747856896,3137242536,2015-09-15 04:37:42.000,237,3283,tweet,Hector_DeLeija smoke a bowl,California,-118.66840400000001,33.704538,0
5132,6119095,643649003301662724,2284968950,2015-09-15 04:54:15.000,136,20328,tweet,snapbackrehab we get it you smoke weed,California,-118.66840400000001,33.704538,0
5133,6121432,643649349897973761,1711172665,2015-09-15 04:55:38.000,435,4480,tweet,Love marijuana smoke on the daily,California,-117.523867,33.85216,0
5136,6123591,643649676856594432,255360240,2015-09-15 04:56:56.000,173,11543,tweet,Smoke one with me,None,-115.20925349999999,35.98478400000001,0
5138,6129799,643650663017111553,521503656,2015-09-15 05:00:51.000,278,4086,tweet,Finally found the we don t smoke fuck off song,None,-124.70354099999999,41.991795,0
5139,6137412,643651868418142209,529869720,2015-09-15 05:05:38.000,500,12327,tweet,waddupjose lets smoke,None,-119.86627299999999,39.623308,0
5140,6138166,643651989847474176,354730015,2015-09-15 05:06:07.000,433,11537,tweet,I just want to smoke and go eat right now,None,-118.192945,34.008016999999995,0
5141,6140737,643652400033587200,2803765850,2015-09-15 05:07:45.000,200,2721,tweet,all that trouble of taking my screen off to smoke a damn cigarette not even a big fan of American spirits smh,None,-118.66840400000001,33.704538,0
5142,6146526,643653289137999872,361876271,2015-09-15 05:11:17.000,591,28570,tweet,I really wanted to smoke before going to bed,None,-117.43191399999999,34.019341,0
5145,6153154,643654421847519232,30824949,2015-09-15 05:15:47.000,546,15029,tweet,Dezzdoesit smoke on some kush gang 100 bluntz 2 tha dome lol drink hot tea and watch a boring documentary,California,-118.250227,33.732905,0
5147,6162886,643656262396211200,2665361046,2015-09-15 05:23:06.000,334,18882,quote,Smoke a blunt https t co kDdfu7qSHM,None,-118.66840400000001,33.704538,0
5149,6166035,643656884314963968,618931755,2015-09-15 05:25:34.000,437,11914,tweet,I dont think I can smoke anymore,None,-117.117116,32.582128000000004,0
5151,6168054,643657297080676352,3083870792,2015-09-15 05:27:12.000,259,9421,tweet,Who s down to smoke a couple beers RN,None,-117.4244045,34.033778999999996,0
5153,6176394,643658997250191360,408248924,2015-09-15 05:33:58.000,280,24349,tweet,I don t wanna smoke weeeeed with you but I think your preeeetty cute,None,-117.28253799999999,32.53962,0
5155,6178746,643659510851047424,3040696267,2015-09-15 05:36:00.000,111,5606,tweet,Just keep your head up and smoke some weed,None,-118.66840400000001,33.704538,0
5158,6180711,643659950380572672,506398675,2015-09-15 05:37:45.000,284,22239,tweet,Kurtis and I had our last smoke sesh together tn Sad sad,None,-119.172179,35.25582100000001,0
5159,6181706,643660171034492928,498550353,2015-09-15 05:38:38.000,1046,44850,tweet,Swear this smoke session had to be the most mind boggling on all sorts of levels,California,-117.28253799999999,32.53962,0
5171,6212168,643667881914306560,1739570449,2015-09-15 06:09:16.000,284,1687,tweet,Smoke chill vibe talk think about it,None,-121.62933799999999,36.97359779999999,0
5172,6212238,643667900943896576,100310868,2015-09-15 06:09:21.000,1650,54366,tweet,I want to smoke a blunt,None,-118.05523000000001,33.917027000000004,0
5173,6212785,643668068720250880,2939927930,2015-09-15 06:10:01.000,170,8218,tweet,When you low key not tryna smoke anymore but a blunt sounds so perfect rn,California,-121.987421,37.989865,0
5176,6222548,643670970457190400,522523235,2015-09-15 06:21:32.000,384,28621,tweet,Really wanna smoke rn,None,-122.16343799999999,38.15792800000001,0
5177,6228760,643673022453280768,816637164,2015-09-15 06:29:42.000,972,30252,tweet,Waiting too smoke,None,-116.159527,34.111434,0
5178,6230086,643673454168793088,2249439469,2015-09-15 06:31:25.000,217,4119,tweet,What the hell it smells like mass weed in my room and I don t smoke at all,California,-117.03988600000001,32.814991,0
5179,6230678,643673654509748224,554278103,2015-09-15 06:32:12.000,131,946,tweet,I put my to go food down to smoke and turned around to a homeless man fingering my sandwich Goodnight world,,-117.39985300000001,33.152639,0
5180,6232800,643674397513912320,2641317020,2015-09-15 06:35:09.000,236,3879,tweet,Smoke and chill,None,-117.26139199999999,33.755615,0
5183,6236762,643675846335557632,2916163772,2015-09-15 06:40:55.000,756,6028,tweet,need someone to smoke with,None,-118.280798,34.6309445,0
5191,6251577,643682065737605120,1946075654,2015-09-15 07:05:38.000,234,8613,tweet,remember when we would smoke fat and just post those were the days,California,-117.02521609999998,32.6749931,0
5192,6252511,643682493892157440,498292491,2015-09-15 07:07:20.000,2263,97576,tweet,BaccwoodL ohhhh shit my nigga happy birthday homie smoke a chunky one for me today lol,California,-118.66840400000001,33.704538,0
5193,6252542,643682505367785472,2828374283,2015-09-15 07:07:22.000,288,5128,tweet,No but smoke with me,California,-117.274492,33.521653,0
5194,6253100,643682767138521088,369729890,2015-09-15 07:08:25.000,367,2587,tweet,kidcudi i thanks you so much for everything you are what i want to be I hope one day we link up and grab a beer or smoke a lil bit,California,-118.017789,33.788913,0
5198,6265743,643689712415195136,2740636356,2015-09-15 07:36:01.000,187,11065,tweet,Smoke good eat good live good,California,-119.64712,36.553354,0
5203,6276882,643697342860791808,151283984,2015-09-15 08:06:20.000,780,141673,tweet,Smoke summ,California,-118.37021200000001,33.93100070000001,0
5206,6286703,643706574762983424,1323432493,2015-09-15 08:43:01.000,219,10110,tweet,uGU I WANNA SMOKE SLEEPYTIME TEA OUT OF A CRACKPIPE BYE,Nevada,-120.00573999999999,35.002086,0
5208,6288112,643708085983293440,2231191008,2015-09-15 08:49:01.000,197,187,tweet,Vape up and Smoke down innokin iclear 16S wholesales directly from China catalog available http t co NA2qG7ZXlR,Guangdong Province,-118.66840400000001,33.704538,0
5212,6292408,643712823969759232,2231191008,2015-09-15 09:07:51.000,197,188,tweet,Vape on and Smoke down innokin iclear 30S wholesales directly from China catalog available http t co jQuS60JIfq,Guangdong Province,-118.66840400000001,33.704538,0
5217,6439944,643781808811868160,211289252,2015-09-15 13:41:58.000,53,560,tweet,The ideal man goes home early doesn t flirt doesn t drink doesn t smoke doesn t gamble and https t co CUcUDVjTem,California,-122.514926,37.708075,0
5220,6466180,643787950044540929,121249764,2015-09-15 14:06:22.000,1249,93389,tweet,I wish I could smoke in this weather,California,-118.29054099999999,33.792887,0
5223,6493527,643793892047912960,161043200,2015-09-15 14:29:59.000,704,102598,tweet,l3tsTrip__ we can smoke drake weed,None,-118.26361200000001,33.846697999999996,0
5224,6493879,643793964475125760,2374855818,2015-09-15 14:30:16.000,263,7118,tweet,This is the type of weather we re you smoke blunts and drink coffee,None,-117.6836,33.997213,0
5226,6505561,643796443988279296,181813562,2015-09-15 14:40:08.000,453,28019,tweet,Papers are cute an all but they dont smoke like backwoods,None,-117.28253799999999,32.53962,0
5227,6512971,643797971767816193,2210828695,2015-09-15 14:46:12.000,903,8241,tweet,Smoke think he a super star,None,-115.20925349999999,35.98478400000001,0
5228,6516179,643798634870407172,2480229834,2015-09-15 14:48:50.000,538,11341,tweet,Today is a good day to smoke some weed,None,-122.514926,37.708075,0
5231,6534996,643802348758790144,2761307163,2015-09-15 15:03:35.000,626,3713,tweet,Smoke bomb ass weed no bunk zone,None,-118.250227,33.732905,0
5235,6552663,643805986453504000,2761307163,2015-09-15 15:18:03.000,626,3717,tweet,can t blame weed for your fuxk ups I learned to smoke sativa mornings so I stay lit and indica at night after I do hw so I sleep like a,None,-118.250227,33.732905,0
5236,6559117,643807285068738560,2943112420,2015-09-15 15:23:12.000,278,20765,tweet,This weather makes me wanna smoke a blunt tbh,None,-118.23903510000001,33.961583000000005,0
5241,6586676,643812832367149056,1736678935,2015-09-15 15:45:15.000,378,3519,tweet,this was my favorite weather to smoke in,None,-117.96731299999999,34.001861,0
5244,6594249,643814374860267520,44383349,2015-09-15 15:51:23.000,74,283,tweet,I Don t Smoke nwa straightouttacompton expressyourself explicit 1988 NOHO Arts District https t co PDAGkGo9wv,California,-118.66840400000001,33.704538,0
5245,6596750,643814874565357568,3304595874,2015-09-15 15:53:22.000,633,182,tweet,i even learned how to spell and smoke cigarettes lol,California,-122.514926,37.708075,0
5246,6604234,643816333776302081,1533056802,2015-09-15 15:59:10.000,352,16351,tweet,Bouta go smoke a birthday blunt to myself rn,None,-118.08898500000001,33.960119,0
5248,6608911,643817187996667904,3304595874,2015-09-15 16:02:33.000,633,201,tweet,like after you smoke weed you start to want to throw up but your mind won t let you,California,-122.514926,37.708075,0
5253,6646514,643824295186051073,329456713,2015-09-15 16:30:48.000,280,746,tweet,Chainsmokers contest If you smoke 10 000 cigarettes by Friday you get a free ticket worth,None,-117.90471699999999,33.77319,0
5254,6646590,643824310130356224,178786899,2015-09-15 16:30:51.000,207,4786,tweet,I just wanna smoke and cuddle with babe,None,-118.111506,33.8803098,0
5255,6649288,643824825211842560,2950849525,2015-09-15 16:32:54.000,124,2399,tweet,Ima smoke so many blunts today wtf am I saying that s a everyday routine,None,-118.66840400000001,33.704538,0
5256,6649542,643824875539333120,1098521269,2015-09-15 16:33:06.000,1371,39951,tweet,C7zris I do both I have to much to smoke like fuck I allready smoke a o a day chillin,California,-121.4878638,38.379179,0
5259,6683238,643831371866116096,1183292222,2015-09-15 16:58:55.000,318,1409,tweet,I m focused on school and this money No more free smoke outs for none,None,-118.66840400000001,33.704538,0
5260,6688115,643832244755263488,151283984,2015-09-15 17:02:23.000,781,141696,tweet,I dont wanna smoke with ya if it aint honest,California,-118.378926,33.893614,0
5263,6705510,643837818498756608,598883662,2015-09-15 17:24:32.000,331,11067,tweet,i need to get out of class and smoke a blunt,None,-117.146102,33.057781899999995,0
5267,6720037,643840536235872256,52177786,2015-09-15 17:35:20.000,891,490,tweet,Good morning from SpringMountain Notice the layer of smoke from the valleyfire thankfully the https t co NJCkuoFClm,California,-124.482003,32.528832,0
5271,6735911,643843464065642496,2279812885,2015-09-15 17:46:58.000,591,21600,tweet,I like when bitches smoke weed and know all the hood music lol,None,-122.293347,38.060373,0
5277,6773798,643850536165445632,1332454662,2015-09-15 18:15:04.000,259,1260,tweet,Beautiful morning sky Can t see smoke although you can smell it Been raining off and on Going for a ride 2day http t co aG8K0IkzPu,California,-122.35706499999999,40.375462,0
5278,6776005,643850957554642945,505692075,2015-09-15 18:16:45.000,130,5618,tweet,Smoke and watch movies,,-117.296536,33.858759,0
5279,6779223,643851573890822144,2177026404,2015-09-15 18:19:12.000,296,2357,tweet,Alex_Wiley don t think I forgot about our smoke sesh when your ass hits the city of angels Hit me when you re settled in,California,-118.66840400000001,33.704538,0
5284,6790831,643853815142305792,892363214,2015-09-15 18:28:06.000,326,30744,tweet,We could get drunk and smoke weed all day,None,-118.66840400000001,33.704538,0
